stn,date,sd_max,sd_max_time,sd_min,sd_min_time,sd_day_max,rn_day,swe,ta_avg,hm_avg,tw_avg,ws_avg,ta_sd_time,hm_sd_time,tw_sd_time,ws_sd_time
177.0,2021-01-12,5.1,2021-01-12 19:00:00,3.7,2021-01-12 16:00:00,1.3999999999999997,0.2,0.2,-2.875,85.225,-4.06764629697429,0.8,-0.2,92.625,-0.9187268918753252,1.6
177.0,2021-01-17,1.0,2021-01-17 21:00:00,0.0,2021-01-17 17:00:00,1.0,0.1,0.1,-3.625,69.8875,-5.6194194035283465,1.2625,-3.04,88.84,-3.979295817510897,1.16
177.0,2021-01-18,2.9,2021-01-18 10:00:00,0.9,2021-01-18 08:00:00,2.0,0.7,0.6,-2.0125,72.4,-4.027689167679078,2.3625,-1.7333333333333332,94.7,-2.278015115037304,1.9
177.0,2021-02-02,0.6,2021-02-03 00:00:00,0.0,2021-02-02 22:00:00,0.6,0.0,0.0,-2.925,48.837500000000006,-5.917274482447336,2.725,-3.966666666666667,85.89999999999999,-5.101397227630104,1.866666666666667
177.0,2021-02-03,4.1,2021-02-04 00:00:00,0.0,2021-02-03 22:00:00,4.1,3.6,3.6,-2.1875,73.4125,-4.19730691133184,1.85,1.3333333333333333,88.86666666666667,0.3236137528589813,3.1666666666666665
177.0,2021-02-16,5.1,2021-02-16 15:00:00,0.0,2021-02-16 13:00:00,5.1,1.3,1.3,-3.175,61.0625,-5.713346132327949,2.0,-3.0333333333333337,81.73333333333333,-4.450674091343053,2.766666666666667
177.0,2021-11-23,0.4,2021-11-23 02:00:00,0.0,2021-11-23 01:00:00,0.4,1.8,0.9,1.9375,84.225,0.5443920793850601,0.95,1.4,90.35,0.482491731621506,1.4500000000000002
177.0,2021-12-17,0.6,2021-12-17 15:00:00,0.0,2021-12-17 14:00:00,0.6,0.2,0.2,-2.325,58.05,-5.150479961139108,3.7375000000000007,-3.3,69.1,-5.469711550046204,4.05
177.0,2021-12-18,3.5,2021-12-18 20:00:00,0.0,2021-12-18 14:00:00,3.5,2.5,2.5,-3.7375,77.7125,-5.303037724230633,1.2625,-1.2571428571428571,89.21428571428571,-2.202732929348221,1.8571428571428568
177.0,2021-12-25,0.6,2021-12-25 10:00:00,0.0,2021-12-25 08:00:00,0.6,0.2,0.2,-7.699999999999999,69.7125,-9.506039822935366,2.8500000000000005,-8.133333333333333,75.73333333333333,-9.664586958085897,2.4666666666666663
177.0,2021-12-27,1.1,2021-12-27 18:00:00,0.0,2021-12-27 15:00:00,1.1,1.1,1.1,-4.887499999999999,79.15,-6.194863100674253,0.7625,-1.2,91.225,-2.0133766481754947,2.125
177.0,2022-01-13,1.5,2022-01-13 08:00:00,0.0,2022-01-13 06:00:00,1.5,0.5,0.4,-4.5125,67.6,-6.633076431721484,1.925,-5.9,92.83333333333331,-6.554114693876731,0.7666666666666666
177.0,2022-01-17,0.2,2022-01-17 17:00:00,0.0,2022-01-17 16:00:00,0.2,0.3,0.2,-3.4125,67.575,-5.640107135310508,1.4125,0.5,80.95,-1.1061162939886018,2.4
177.0,2022-01-19,1.2,2022-01-19 14:00:00,0.0,2022-01-19 13:00:00,1.2,0.9,0.9,-3.9,72.475,-5.855432381244501,1.35,-0.0499999999999999,87.75,-1.1456790386218567,2.4
177.0,2022-01-20,0.4,2022-01-20 10:00:00,0.3,2022-01-20 09:00:00,0.1,0.0,0.0,-5.375,73.38749999999999,-7.262726120750635,0.725,-7.2,80.80000000000001,-8.545935733418563,0.95
177.0,2022-01-31,3.4,2022-01-31 22:00:00,0.0,2022-01-31 21:00:00,3.4,3.1,1.7,-0.75,68.64999999999999,-3.24591609849682,1.3,0.8,84.85,-0.4955369673860071,2.4
177.0,2022-02-01,5.5,2022-02-01 13:00:00,3.2,2022-02-01 07:00:00,2.3,1.0,1.0,0.2875,71.725,-1.9482492574166903,1.2375,-0.0285714285714285,79.91428571428571,-1.6928428834827096,1.9285714285714288
177.0,2022-02-03,1.0,2022-02-03 04:00:00,0.8,2022-02-03 00:00:00,0.1999999999999999,0.0,0.0,-2.5250000000000004,62.2,-5.097281861207432,1.2374999999999998,-3.2400000000000007,73.74000000000001,-5.158640093384271,0.74
177.0,2022-02-16,2.4,2022-02-16 09:00:00,0.0,2022-02-16 06:00:00,2.4,0.7000000000000001,0.7000000000000001,-4.9625,61.3125,-7.283514858780855,2.475,-5.824999999999999,86.05,-6.883593718075161,1.125
177.0,2022-11-30,0.4,2022-11-30 09:00:00,0.0,2022-11-30 08:00:00,0.4,0.1,0.1,-2.6,65.75,-4.984569216187451,2.6875,-3.7,80.4,-5.192561923437082,1.9
177.0,2022-12-06,0.4,2022-12-06 10:00:00,0.0,2022-12-06 09:00:00,0.4,0.6,0.2,1.7499999999999998,74.9375,-0.3746626965335778,1.7374999999999998,-0.6000000000000001,87.65,-1.6860698559679104,1.3
177.0,2022-12-13,1.2,2022-12-13 22:00:00,0.0,2022-12-13 20:00:00,1.2,5.5,0.5,2.375,77.3125,0.4127085776525873,3.6,0.6999999999999998,73.23333333333333,-1.4764584828841107,4.566666666666666
177.0,2022-12-14,4.5,2022-12-14 15:00:00,1.0,2022-12-14 01:00:00,3.5,0.5,0.5,-7.5875,87.3375,-8.550315057261221,1.6375000000000002,-6.886666666666667,83.23333333333333,-8.105124252633177,2.38
177.0,2022-12-15,3.2,2022-12-15 04:00:00,2.5,2022-12-15 02:00:00,0.7000000000000002,6.5,0.0,-2.1875,86.4,-3.3107353076411776,1.125,-7.7,92.93333333333334,-8.333223996259868,0.6666666666666666
177.0,2022-12-17,7.7,2022-12-17 09:00:00,0.0,2022-12-17 06:00:00,7.7,4.7,4.3,-6.075,80.25,-7.447118530990412,1.4874999999999998,-6.225,92.625,-6.888727259129556,1.775
177.0,2022-12-18,5.6,2022-12-19 00:00:00,3.6,2022-12-18 14:00:00,2.0,0.4,0.4,-9.775,74.75,-11.20942874290289,0.7,-8.409090909090908,72.55454545454546,-9.98955484070506,0.6
177.0,2022-12-19,5.7,2022-12-19 01:00:00,5.6,2022-12-19 00:00:00,0.1000000000000005,0.0,0.0,-7.8625,79.0,-9.285374752351858,0.8,-9.25,92.6,-9.889833136500542,0.25
177.0,2022-12-22,5.4,2022-12-22 20:00:00,0.4,2022-12-22 00:00:00,5.0,1.4,1.4,-4.375,71.125,-6.298788737805348,3.0125,-3.3666666666666663,73.73809523809523,-5.240969561351887,2.8380952380952382
177.0,2022-12-23,5.7,2022-12-24 00:00:00,2.4,2022-12-23 06:00:00,3.3000000000000003,0.5,0.4,-7.1625,70.95,-8.974543873628042,3.3875,-7.121052631578948,72.15789473684211,-8.878091683524634,3.247368421052632
177.0,2022-12-24,5.9,2022-12-24 01:00:00,5.7,2022-12-24 00:00:00,0.2000000000000001,0.0,0.0,-10.325,75.425,-11.747256290678022,1.0125,-10.15,83.65,-11.234344312552984,1.05
177.0,2022-12-26,2.5,2022-12-26 02:00:00,2.4,2022-12-26 01:00:00,0.1,0.0,0.0,-5.3,84.7125,-6.521635479483132,0.4,-7.35,93.6,-7.944847098459945,1.0
177.0,2022-12-27,2.6,2022-12-27 05:00:00,2.4,2022-12-27 00:00:00,0.2000000000000001,0.0,0.0,-3.725,80.58749999999999,-5.29570193588882,0.425,-8.8,94.0,-9.35952022525897,0.2666666666666666
177.0,2022-12-28,2.3,2022-12-28 06:00:00,1.8,2022-12-28 02:00:00,0.4999999999999998,0.0,0.0,-2.95,73.2125,-4.894214497738675,1.7125,-3.7,91.46,-4.469887961132632,0.92
177.0,2023-01-24,0.5,2023-01-24 19:00:00,0.0,2023-01-24 18:00:00,0.5,0.3,0.0,-11.125,63.9875,-12.87084485525982,3.375,-11.3,64.15,-13.011270512176171,3.05
177.0,2023-01-26,4.3,2023-01-26 16:00:00,0.0,2023-01-26 07:00:00,4.3,1.9,1.4999999999999998,-5.237500000000001,87.0375,-6.171726565860445,0.775,-4.729999999999999,91.33,-5.491687228849551,0.9
177.0,2023-01-28,0.7,2023-01-28 10:00:00,0.6,2023-01-28 09:00:00,0.0999999999999999,0.0,0.0,-5.2,70.925,-7.05842706599539,1.3375,-6.85,59.0,-9.149485326507133,1.15
177.0,2023-11-17,2.8,2023-11-18 00:00:00,0.0,2023-11-17 19:00:00,2.8,2.8000000000000003,1.1,3.3,73.5875,1.0053521035535895,2.6125,0.6333333333333334,89.88333333333333,-0.3030162036098197,2.7
177.0,2023-11-18,5.4,2023-11-18 01:00:00,2.8,2023-11-18 00:00:00,2.6000000000000005,0.7999999999999999,0.7,3.8875,61.4875,0.6613966654212005,2.4625,-0.3,91.05,-1.137100255805911,2.15
177.0,2023-12-16,6.9,2023-12-16 23:00:00,0.0,2023-12-16 08:00:00,6.9,3.3,1.4,-1.525,81.8125,-2.987189509136328,4.0125,-2.40625,77.58125,-4.109474270238575,4.35625
177.0,2023-12-20,8.8,2023-12-20 10:00:00,1.4,2023-12-20 00:00:00,7.4,2.5,2.3,-4.675000000000001,79.86250000000001,-6.028841857568516,2.175,-2.5818181818181816,95.15454545454544,-3.08858819252084,1.5545454545454545
177.0,2023-12-21,17.3,2023-12-21 09:00:00,3.5,2023-12-21 00:00:00,13.8,5.3,4.5,-9.075,83.2625,-10.16638297147712,1.5375,-10.12,93.54,-10.698988510258008,1.7100000000000002
177.0,2024-01-06,0.6,2024-01-06 21:00:00,0.0,2024-01-06 19:00:00,0.6,0.8,0.8,1.4249999999999998,77.8125,-0.4671223802821793,1.4249999999999998,1.4,83.0,-0.0271699548889727,1.5333333333333332
177.0,2024-01-22,2.5,2024-01-22 16:00:00,0.0,2024-01-22 13:00:00,2.5,0.7,0.5000000000000001,-5.6375,73.4,-7.425338821517034,2.8625,-5.8,78.5,-7.315059548112007,2.3
177.0,2024-01-23,3.0,2024-01-23 09:00:00,1.4,2024-01-23 03:00:00,1.6,0.2,0.2,-7.9,68.7875,-9.729699167210784,2.1625,-9.057142857142855,81.54285714285716,-10.274384115690326,1.2857142857142858
177.0,2024-02-22,0.5,2024-02-22 03:00:00,0.0,2024-02-22 02:00:00,0.5,16.5,1.3000000000000005,1.0125,98.6375,0.7782590952167131,2.8875,0.8,99.0,0.5957126774043031,3.1
177.0,2024-12-07,0.4,2024-12-07 23:00:00,0.0,2024-12-07 22:00:00,0.4,0.2,0.2,1.5375,69.2875,-1.0081173596601831,2.1,1.7999999999999998,67.45,-0.8425501296809972,2.25
177.0,2024-12-08,0.4,2024-12-08 09:00:00,0.2,2024-12-08 08:00:00,0.2,0.0,0.0,1.0625,61.5375,-1.950461609172525,1.4375,0.4,63.25,-2.406228397615929,1.2
177.0,2024-12-21,0.9,2024-12-21 10:00:00,0.0,2024-12-21 08:00:00,0.9,3.4000000000000004,0.5,0.6,69.875,-1.7286220387973774,3.4625000000000004,1.7,75.26666666666667,-0.3851135752411639,3.333333333333333
177.0,2024-12-27,0.4,2024-12-28 00:00:00,0.0,2024-12-27 22:00:00,0.4,0.1,0.1,-0.9625,66.625,-3.436250885164241,1.5375,-1.0333333333333332,81.3,-2.5692819761541794,2.2333333333333334
177.0,2025-01-03,1.3,2025-01-03 18:00:00,0.0,2025-01-03 16:00:00,1.3,0.8,0.8,-1.2875,66.05000000000001,-3.762649142186856,1.85,-0.8000000000000002,84.06666666666666,-2.148993987226381,1.7666666666666666
177.0,2025-01-04,1.2,2025-01-04 09:00:00,0.9,2025-01-04 06:00:00,0.2999999999999999,0.0,0.0,-1.6375,71.7125,-3.864311701442014,0.5125000000000001,-6.925,87.5,-7.903132127618667,0.4
177.0,2025-01-08,4.0,2025-01-08 23:00:00,0.0,2025-01-08 17:00:00,4.0,1.9,0.9,-2.5250000000000004,78.8875,-4.149318777481485,1.8125,-2.2142857142857144,68.92857142857142,-4.459989333452568,2.4714285714285715
177.0,2025-01-11,0.3,2025-01-11 10:00:00,0.0,2025-01-11 04:00:00,0.3,0.0,0.0,-4.1,76.0625,-5.850289198881846,1.075,-6.1000000000000005,83.6857142857143,-7.320594954062108,0.6142857142857142
177.0,2025-02-04,0.5,2025-02-05 00:00:00,0.0,2025-02-04 23:00:00,0.5,0.0,0.0,-6.074999999999999,61.81250000000001,-8.325648859171366,3.35,-6.55,77.95,-8.062696035191426,1.2000000000000002
177.0,2025-02-05,1.8,2025-02-05 03:00:00,0.5,2025-02-05 00:00:00,1.3,0.2,0.1,-7.2875,66.73750000000001,-9.261158017522098,1.5749999999999995,-7.300000000000001,80.47500000000001,-8.652196981304467,1.5
177.0,2025-02-06,1.0,2025-02-06 18:00:00,0.0,2025-02-06 16:00:00,1.0,0.5,0.4,-5.125,72.1875,-6.986323350067172,1.925,-2.0,79.73333333333333,-3.602081517952105,3.233333333333333
177.0,2025-02-07,6.8,2025-02-07 11:00:00,0.7,2025-02-07 02:00:00,6.1,4.4,4.3,-6.275,68.525,-8.149356690896017,3.7375,-5.0,82.03,-6.324953651248867,3.16
177.0,2025-02-08,2.7,2025-02-08 10:00:00,2.5,2025-02-08 08:00:00,0.2000000000000001,0.0,0.0,-6.1875,65.2625,-8.332191025960462,1.7875,-7.766666666666667,64.5,-9.820639718376984,2.333333333333333
177.0,2025-02-09,2.2,2025-02-09 09:00:00,1.8,2025-02-09 00:00:00,0.4000000000000001,0.0,0.0,-4.449999999999999,70.97500000000001,-6.508746797849654,1.525,-9.68,81.8,-10.881033898277446,0.8099999999999999
177.0,2025-02-12,2.1,2025-02-12 08:00:00,0.0,2025-02-12 06:00:00,2.1,5.7,2.1,1.375,73.1125,-0.7471946872749466,2.575,0.3333333333333333,88.03333333333335,-0.7485332755588514,1.1666666666666667
177.0,2025-03-18,3.2,2025-03-18 11:00:00,0.7,2025-03-18 06:00:00,2.5,3.7,1.8,1.7625000000000002,62.2,-1.2057940936573437,4.4,0.3,77.56666666666666,-1.547511763147032,5.05
181.0,2022-12-06,0.4,2022-12-06 09:00:00,0.0,2022-12-06 08:00:00,0.4,1.0,0.1,-1.15,80.675,-2.6823658210578323,0.8374999999999999,-4.1,85.4,-5.266060590983235,0.65
181.0,2022-12-13,6.3,2022-12-14 00:00:00,0.0,2022-12-13 18:00:00,6.3,6.1,3.5,1.2125,83.7875,-0.2311345696002222,3.5,-1.0,87.65714285714286,-2.078525206829661,3.9571428571428577
181.0,2022-12-14,6.7,2022-12-14 01:00:00,6.3,2022-12-14 00:00:00,0.4000000000000003,0.0,0.0,-8.5125,69.77499999999999,-10.250826038299678,1.65,-4.55,80.85,-5.954045694492737,4.949999999999999
181.0,2022-12-15,3.3,2022-12-15 08:00:00,3.2,2022-12-15 07:00:00,0.0999999999999996,2.1,0.0,-3.65,80.0375,-5.1713815598095305,2.1,-10.2,86.2,-11.168222059724217,1.5499999999999998
181.0,2022-12-16,1.2,2022-12-16 09:00:00,0.4,2022-12-16 00:00:00,0.7999999999999999,0.0,0.0,-4.825,57.6,-7.381892919853722,1.9625,-5.460000000000001,67.00999999999999,-7.564314833415679,2.12
181.0,2022-12-17,4.8,2022-12-17 10:00:00,0.7,2022-12-17 01:00:00,4.1,0.9,0.9,-7.1,69.19999999999999,-8.937633712121745,1.6875,-6.720000000000001,77.85999999999999,-8.210563718813267,1.13
181.0,2022-12-18,2.1,2022-12-18 06:00:00,1.9,2022-12-18 01:00:00,0.2000000000000001,0.0,0.0,-10.275,69.0125,-11.910900890381232,1.1375,-13.166666666666664,82.25,-14.225377097072233,0.8166666666666668
181.0,2022-12-19,2.0,2022-12-19 08:00:00,1.7,2022-12-19 00:00:00,0.3,0.0,0.0,-7.6875,70.925,-9.521951327443135,1.0375,-13.000000000000002,84.43333333333334,-13.977938310189224,0.6333333333333334
181.0,2022-12-20,1.6,2022-12-20 06:00:00,1.4,2022-12-20 02:00:00,0.2000000000000001,0.0,0.0,-4.825,73.95,-6.717255824300677,1.05,-10.16,90.2,-10.921357738160664,0.66
181.0,2022-12-21,0.8,2022-12-21 09:00:00,0.0,2022-12-21 05:00:00,0.8,4.4,1.9,-0.6499999999999999,89.2875,-1.5709071189008748,1.2375,-2.14,88.82000000000001,-3.1007830557401954,0.8
181.0,2022-12-22,3.2,2022-12-23 00:00:00,0.5,2022-12-22 15:00:00,2.7,1.6,1.5,-6.0125,73.64999999999999,-7.775111698609066,4.0,-7.860000000000001,77.28999999999999,-9.341949374746063,3.9
181.0,2022-12-23,11.9,2022-12-23 08:00:00,3.2,2022-12-23 00:00:00,8.7,7.0,5.7,-9.4875,76.025,-10.921749429746663,2.4625,-9.9,84.76666666666667,-10.943134296453012,2.077777777777777
181.0,2022-12-26,5.7,2022-12-26 04:00:00,5.6,2022-12-26 03:00:00,0.1000000000000005,0.0,0.0,-8.05,83.6,-9.252050461942058,0.3125,-12.6,88.75,-13.395059845185724,0.15
181.0,2022-12-27,5.5,2022-12-27 06:00:00,5.4,2022-12-27 05:00:00,0.0999999999999996,0.0,0.0,-6.375,80.0625,-7.866930638054483,0.3125,-12.9,87.65,-13.739458548839622,0.3
181.0,2022-12-28,5.1,2022-12-28 07:00:00,5.0,2022-12-28 06:00:00,0.0999999999999996,0.0,0.0,-4.7,73.4375,-6.552609375280472,1.425,-6.85,93.05,-7.480087422269971,0.6
181.0,2022-12-29,4.9,2022-12-29 07:00:00,4.7,2022-12-29 01:00:00,0.2000000000000001,0.0,0.0,-5.725,72.6625,-7.622750007726671,0.6499999999999999,-10.685714285714283,89.81428571428572,-11.458574167764857,0.2857142857142857
181.0,2023-01-01,4.1,2023-01-01 07:00:00,3.9,2023-01-01 00:00:00,0.1999999999999997,0.0,0.0,-2.4875,61.5125,-5.219087655216333,1.9125,-8.3625,91.85,-9.053179400298657,0.325
181.0,2023-01-03,3.6,2023-01-03 07:00:00,3.4,2023-01-03 01:00:00,0.2000000000000001,0.0,0.0,-6.5,67.0625,-8.61527933734649,0.6,-11.114285714285716,87.2,-12.01394646462632,0.3571428571428571
181.0,2023-01-04,3.6,2023-01-04 03:00:00,3.5,2023-01-04 02:00:00,0.1,0.0,0.0,-3.8125,64.5625,-6.285436856005635,1.375,-10.15,83.25,-11.262563652400113,0.4
181.0,2023-01-05,3.5,2023-01-05 03:00:00,3.4,2023-01-05 02:00:00,0.1,0.0,0.0,-4.1125,77.6125,-5.838610692708969,0.7,-7.85,89.45,-8.689793416078565,0.1
181.0,2023-01-06,3.5,2023-01-06 05:00:00,3.4,2023-01-06 04:00:00,0.1,1.0,0.0,-1.5375,81.67500000000001,-3.0933929848317607,0.725,-7.25,93.15,-7.8727092425125,0.3
181.0,2023-01-24,1.3,2023-01-24 07:00:00,0.0,2023-01-24 04:00:00,1.3,1.0,0.4,-12.1125,63.15,-13.69867669778328,4.3625,-10.8,76.35,-12.162791706644626,5.0
181.0,2023-01-26,2.9,2023-01-26 15:00:00,0.0,2023-01-26 10:00:00,2.9,1.4,1.2,-7.4125,80.44999999999999,-8.696975460853821,1.0875,-6.7,83.14999999999999,-7.914498417864522,2.333333333333333
181.0,2023-11-17,2.0,2023-11-17 22:00:00,0.0,2023-11-17 20:00:00,2.0,4.0,1.1,2.0375,75.5125,-0.0467354706747111,3.0375,-0.6,89.53333333333332,-1.552610982002842,2.033333333333333
181.0,2023-12-16,4.8,2023-12-16 22:00:00,0.0,2023-12-16 15:00:00,4.8,3.4,2.0,-2.35,83.5,-3.690358579443848,3.5875,-4.949999999999999,80.2125,-6.416807945032104,4.45
181.0,2023-12-20,1.4,2023-12-20 18:00:00,0.3,2023-12-20 01:00:00,1.1,0.2,0.2,-6.2125,72.15,-7.965618509875915,3.225,-4.816666666666666,75.42222222222222,-6.526313515275822,3.011111111111111
181.0,2023-12-22,1.1,2023-12-22 02:00:00,1.0,2023-12-22 01:00:00,0.1,0.0,0.0,-10.7,63.6875,-12.451291841140282,1.5375,-11.15,61.45,-12.94651797716476,2.8
181.0,2023-12-23,1.2,2023-12-23 05:00:00,1.0,2023-12-23 01:00:00,0.1999999999999999,0.0,0.0,-7.5,67.1625,-9.507955158589269,0.75,-13.14,86.7,-14.015844287202864,0.4800000000000001
181.0,2024-01-06,0.2,2024-01-06 23:00:00,0.0,2024-01-06 22:00:00,0.2,0.1,0.1,0.1,71.725,-2.1556161364993,1.3375,-0.9,85.9,-2.1107654496517707,0.45
181.0,2024-01-09,1.3,2024-01-10 00:00:00,0.0,2024-01-09 19:00:00,1.3,2.7,1.4,-1.2875,80.8625,-2.7537924387760424,0.525,-0.3166666666666667,96.84999999999998,-0.700225773075994,0.4333333333333333
181.0,2024-01-10,1.7,2024-01-10 01:00:00,1.3,2024-01-10 00:00:00,0.3999999999999999,0.2,0.2,-1.2375,86.41250000000001,-2.3982732030993503,0.85,-0.5,97.55,-0.827705120292076,0.0
181.0,2024-01-22,1.1,2024-01-22 23:00:00,0.0,2024-01-22 20:00:00,1.1,0.0,0.0,-6.4625,70.73750000000001,-8.320192225122529,4.5625,-9.15,77.225,-10.570171348172668,4.775
181.0,2024-01-23,2.8,2024-01-23 22:00:00,0.0,2024-01-23 20:00:00,2.8,0.8,0.8,-10.475,71.0125,-12.062107567341986,2.425,-10.0,78.30000000000001,-11.289579731257206,4.1000000000000005
181.0,2024-02-06,0.2,2024-02-06 07:00:00,0.0,2024-02-06 06:00:00,0.2,0.3,0.1,1.2125,84.38749999999999,-0.1717182183031258,2.1625,-0.3,94.6,-0.862814004253134,1.9
181.0,2024-02-22,1.9,2024-02-22 09:00:00,0.0,2024-02-22 02:00:00,1.9,7.6,4.600000000000001,0.45,90.9,-0.4119918032268019,2.8125,-0.275,95.2875,-0.7825338001062097,2.5125
181.0,2024-11-27,1.4,2024-11-27 20:00:00,0.0,2024-11-27 16:00:00,1.4,5.7,2.2,2.4875000000000003,86.0875,1.1977421559331027,2.8375,1.2200000000000002,93.74,0.5791567623485472,2.3600000000000003
181.0,2024-11-28,1.6,2024-11-28 01:00:00,1.2,2024-11-28 00:00:00,0.4000000000000001,4.2,0.5,3.0875000000000004,86.875,1.8523218275250948,2.1625,1.3,94.15,0.6929140418488986,2.9
181.0,2024-12-07,3.5,2024-12-07 23:00:00,0.0,2024-12-07 21:00:00,3.5,1.3,1.3,0.5750000000000001,73.4125,-1.6211059368102303,1.35,0.3333333333333333,82.0,-1.1653552255201978,1.866666666666667
181.0,2024-12-21,3.3,2024-12-21 17:00:00,0.0,2024-12-21 02:00:00,3.3,3.2,2.1,-0.0624999999999998,80.125,-1.6386965622139724,2.45,1.0375,87.93124999999999,-0.0561276928182755,2.3625
181.0,2024-12-28,0.3,2024-12-28 03:00:00,0.0,2024-12-28 02:00:00,0.3,0.0,0.0,-2.0,64.82499999999999,-4.414211026245143,1.9625,-2.7,67.1,-5.012568240440956,1.75
181.0,2025-01-08,1.8,2025-01-08 23:00:00,0.0,2025-01-08 21:00:00,1.8,0.7,0.4,-2.5375,80.0375,-4.099475032566449,1.8875,-3.266666666666667,80.23333333333333,-4.780335437237034,3.6
181.0,2025-01-09,2.0,2025-01-09 02:00:00,1.7,2025-01-09 00:00:00,0.3,0.1,0.1,-8.775,49.725,-11.020758144028584,3.625,-4.933333333333334,73.0,-6.764314277687162,4.433333333333334
181.0,2025-02-03,1.1,2025-02-03 23:00:00,0.0,2025-02-03 21:00:00,1.1,0.2,0.0,-1.7625000000000002,59.55,-4.484713732316381,4.512499999999999,-5.033333333333333,76.53333333333333,-6.681593467214665,4.4
181.0,2025-02-05,1.1,2025-02-05 23:00:00,0.0,2025-02-05 20:00:00,1.1,0.3,0.3,-7.175,61.962500000000006,-9.297521593902404,2.125,-6.2,80.1,-7.603030936551095,2.2
181.0,2025-02-06,1.8,2025-02-06 21:00:00,0.0,2025-02-06 17:00:00,1.8,0.5,0.5,-5.35,72.825,-7.135538555217623,1.45,-1.3,77.84,-3.015888311684153,3.18
181.0,2025-02-07,2.8,2025-02-07 08:00:00,1.4,2025-02-07 03:00:00,1.4,1.0,0.8999999999999999,-6.4,69.4375,-8.179507869508656,4.0375,-3.1666666666666665,90.45,-4.002228532136815,2.233333333333333
181.0,2025-02-08,1.0,2025-02-08 06:00:00,0.9,2025-02-08 05:00:00,0.0999999999999999,0.0,0.0,-8.0625,70.725,-9.86453416758203,1.25,-13.35,82.25,-14.399056554639682,0.25
181.0,2025-02-12,4.0,2025-02-12 09:00:00,0.0,2025-02-12 06:00:00,4.0,6.1,3.0,0.9375,81.47500000000001,-0.5788908685738681,2.75,-0.6,94.925,-1.1350145077835074,1.15
181.0,2025-03-18,2.3,2025-03-18 03:00:00,0.0,2025-03-18 01:00:00,2.3,1.3,1.1,2.3875,76.525,0.3869804015992734,3.2625,1.6333333333333335,80.86666666666666,0.0034803698064341,2.9000000000000004
184.0,2021-12-26,4.4,2021-12-26 11:00:00,0.0,2021-12-26 02:00:00,4.4,5.2,2.6,0.95,83.3875,-0.4947570608285459,7.212499999999999,0.48,85.84,-0.769264684700382,8.149999999999999
184.0,2021-12-27,1.2,2021-12-27 05:00:00,0.7,2021-12-27 03:00:00,0.5,0.1,0.1,4.075,71.65,1.5656120565991831,4.112500000000001,1.5333333333333332,75.43333333333334,-0.5283581779720986,3.6
184.0,2022-01-11,0.4,2022-01-11 18:00:00,0.0,2022-01-11 17:00:00,0.4,2.1,0.5,3.6125,77.775,1.650519742624002,7.1625000000000005,2.35,74.25,0.1629916521894276,8.149999999999999
184.0,2022-02-20,0.3,2022-02-20 08:00:00,0.0,2022-02-20 06:00:00,0.3,0.1,0.0,1.75,68.275,-0.8315838004987391,6.4375,0.5333333333333333,76.7,-1.389443076046602,8.066666666666665
184.0,2022-12-17,0.4,2022-12-17 22:00:00,0.0,2022-12-17 21:00:00,0.4,1.2,0.4,3.3625,76.65,1.304276803843326,7.125,1.5,81.15,-0.1344193605295647,9.65
184.0,2022-12-18,0.8,2022-12-18 03:00:00,0.3,2022-12-18 02:00:00,0.5,1.0,0.4,2.4625000000000004,70.51249999999999,-0.0055196398785038,9.4625,0.8999999999999999,82.75,-0.5961030244217973,11.45
184.0,2022-12-22,0.1,2022-12-22 22:00:00,0.0,2022-12-22 21:00:00,0.1,4.5,0.2,3.4125000000000005,72.0375,0.9657546507305068,7.9375,1.9,78.2,0.0450971414345846,10.1
184.0,2022-12-23,2.7,2022-12-23 09:00:00,0.0,2022-12-23 00:00:00,2.7,3.5,2.5,1.65,77.9125,-0.2397464878259165,9.5375,1.09,77.13000000000001,-0.8238652792403176,9.96
184.0,2023-01-24,1.9,2023-01-24 23:00:00,0.0,2023-01-24 15:00:00,1.9,2.3,1.6,-1.2875,75.6125,-3.1829870895914723,9.45,-2.6777777777777776,82.4,-4.072556142410139,9.755555555555556
184.0,2023-01-25,2.0,2023-01-25 03:00:00,1.8,2023-01-25 00:00:00,0.1999999999999999,0.1,0.1,-0.6875,68.21249999999999,-3.110137703337416,3.5375000000000005,-2.125,75.225,-4.010434494702354,7.7
184.0,2023-01-27,3.7,2023-01-27 20:00:00,0.0,2023-01-27 16:00:00,3.7,4.800000000000001,3.1,2.275,82.67500000000001,0.7279465270686737,7.35,0.6599999999999999,89.3,-0.3206126675634183,7.779999999999999
184.0,2023-01-28,3.3,2023-01-28 09:00:00,2.1,2023-01-28 08:00:00,1.1999999999999995,0.8,0.4,2.35,68.6625,-0.2690239706588725,5.5875,0.25,82.55,-1.2430398605444704,6.9
184.0,2023-12-21,5.4,2023-12-21 17:00:00,0.0,2023-12-21 14:00:00,5.4,7.1000000000000005,4.2,1.275,77.29999999999998,-0.6369141084985177,7.8125,0.5499999999999999,86.07499999999999,-0.6897754110943919,6.65
184.0,2023-12-22,12.2,2023-12-22 12:00:00,3.9,2023-12-22 06:00:00,8.299999999999999,8.2,7.6,1.5499999999999998,72.675,-0.6998965255029745,6.225,0.6285714285714284,83.5,-0.7797059272235215,6.2
