stn,date,sd_max,sd_max_time,sd_min,sd_min_time,sd_day_max,rn_day,swe,ta_avg,hm_avg,tw_avg,ws_avg,ta_sd_time,hm_sd_time,tw_sd_time,ws_sd_time
99.0,2022-12-06,0.5,2022-12-06 08:00:00,0.0,2022-12-06 07:00:00,0.5,0.3,0.2,-2.1,79.96249999999999,-3.733630620573949,0.85,-5.1,87.95,-6.077521090792723,0.25
99.0,2022-12-15,0.5,2022-12-15 14:00:00,0.0,2022-12-15 13:00:00,0.5,1.0,0.5,-7.0,85.08749999999999,-8.08668279518915,0.8,-3.05,90.5,-3.889903812268756,0.5
99.0,2022-12-21,5.5,2022-12-21 10:00:00,0.0,2022-12-21 05:00:00,5.5,3.9,3.7,-1.7375,85.57499999999999,-2.881929742321748,0.5249999999999999,-2.3166666666666664,93.96666666666664,-2.913259208836996,0.3333333333333333
99.0,2022-12-22,2.8,2022-12-22 04:00:00,2.7,2022-12-22 03:00:00,0.0999999999999996,0.0,0.0,-9.4,62.675,-11.321296536849673,2.1375,-7.25,69.15,-9.1372298088771,1.7999999999999998
99.0,2022-12-24,2.7,2022-12-24 06:00:00,2.5,2022-12-24 05:00:00,0.2000000000000001,0.0,0.0,-12.45,70.275,-13.98210685143891,0.3375,-17.8,84.5,-18.63724603422282,0.0
99.0,2022-12-25,2.7,2022-12-25 06:00:00,2.5,2022-12-25 05:00:00,0.2000000000000001,0.0,0.0,-9.7125,76.675,-11.219663771384344,0.4499999999999999,-16.4,85.69999999999999,-17.23596441674784,0.05
99.0,2022-12-26,2.4,2022-12-26 07:00:00,2.2,2022-12-26 06:00:00,0.1999999999999997,0.0,0.0,-8.45,78.5125,-9.927576265627412,0.2249999999999999,-13.65,88.75,-14.426311963561623,0.1
99.0,2022-12-27,2.2,2022-12-27 03:00:00,2.0,2022-12-27 02:00:00,0.2000000000000001,0.0,0.0,-7.1,76.85,-8.761421153144987,0.3875,-12.65,89.69999999999999,-13.399144004896089,0.0
99.0,2022-12-28,1.9,2022-12-28 05:00:00,1.2,2022-12-28 02:00:00,0.7,0.2,0.2,-6.5,67.6,-8.463051012878744,0.8,-7.875,92.05,-8.560200593280005,0.25
99.0,2022-12-29,1.2,2022-12-29 07:00:00,1.1,2022-12-29 06:00:00,0.0999999999999998,0.0,0.0,-7.075,65.9125,-9.23060160566694,0.3125,-15.1,87.55000000000001,-15.898370488906837,0.05
99.0,2023-01-06,1.7,2023-01-07 00:00:00,0.0,2023-01-06 22:00:00,1.7,5.3,4.6000000000000005,-2.85,78.35,-4.543402885012483,0.5625,-0.0666666666666666,98.06666666666666,-0.3514560409345867,0.3
99.0,2023-01-15,2.2,2023-01-15 14:00:00,0.0,2023-01-15 06:00:00,2.2,6.1,1.8000000000000005,-1.7375,96.525,-2.133055605889524,0.8499999999999999,-0.7000000000000001,98.82222222222224,-0.9246422201058676,0.6666666666666666
99.0,2023-01-17,1.7,2023-01-17 07:00:00,1.6,2023-01-17 06:00:00,0.0999999999999998,0.0,0.0,-7.4,85.76249999999999,-8.46943612171298,0.275,-10.7,91.0,-11.412298923215385,0.4
99.0,2023-01-19,0.4,2023-01-19 23:00:00,0.0,2023-01-19 21:00:00,0.4,2.7,2.3,-3.225,83.5875,-4.585605116833832,1.2,0.4666666666666666,94.36666666666667,-0.1188246022554822,1.7
99.0,2023-01-20,0.5,2023-01-20 09:00:00,0.2,2023-01-20 08:00:00,0.3,0.0,0.0,-5.4,61.425,-7.637663111394911,2.4375,-5.0,48.15,-7.840196446324725,4.35
99.0,2023-01-28,1.3,2023-01-28 19:00:00,0.0,2023-01-28 18:00:00,1.3,0.4,0.4,-8.1875,61.3,-10.301107912705682,1.45,-4.35,79.8,-5.85066802778221,1.7999999999999998
99.0,2023-01-29,0.5,2023-01-29 11:00:00,0.2,2023-01-29 08:00:00,0.3,0.2,0.0,-4.475,70.1,-6.666960717016059,1.825,-9.225,76.775,-10.716984634363104,0.175
99.0,2023-12-30,8.5,2023-12-30 15:00:00,0.0,2023-12-30 09:00:00,8.5,12.4,8.2,-1.025,95.55,-1.4980453176302635,1.05,-1.0142857142857145,95.7142857142857,-1.4853573727908755,1.2714285714285716
99.0,2024-01-01,0.5,2024-01-01 11:00:00,0.4,2024-01-01 10:00:00,0.0999999999999999,0.0,0.0,1.0,91.075,0.1158828848429374,0.625,0.9,94.0,0.2799092816801098,0.8
99.0,2024-01-06,0.6,2024-01-06 19:00:00,0.0,2024-01-06 18:00:00,0.6,0.5,0.5,-2.1625,81.85,-3.661236051665295,1.025,-0.55,90.65,-1.4122126085602418,1.7999999999999998
99.0,2024-01-09,0.8,2024-01-09 13:00:00,0.0,2024-01-09 11:00:00,0.8,1.1,0.4000000000000001,-2.9125,89.48750000000001,-3.8174119210073134,0.5125000000000001,-1.933333333333333,91.83333333333331,-2.694874366847088,1.1333333333333335
99.0,2024-01-14,1.7,2024-01-14 14:00:00,0.0,2024-01-14 12:00:00,1.7,3.2,2.1,-4.0125,88.525,-4.950795086370123,1.0125,-0.9666666666666668,95.46666666666664,-1.456919746008601,0.9666666666666668
99.0,2024-01-15,1.5,2024-01-15 04:00:00,1.3,2024-01-15 03:00:00,0.1999999999999999,0.0,0.0,-7.225,67.67500000000001,-9.20597221282385,0.7374999999999999,-10.9,91.1,-11.604110472868411,0.3
99.0,2024-01-17,3.4,2024-01-17 17:00:00,0.0,2024-01-17 13:00:00,3.4,6.4,3.3000000000000003,-2.3375000000000004,84.4125,-3.536774526390935,1.2125,-1.36,90.64,-2.206718377920758,1.44
99.0,2024-02-05,4.8,2024-02-06 00:00:00,0.0,2024-02-05 16:00:00,4.8,3.7,3.5,1.5375,79.25,-0.2691486085565012,2.6875,-0.8222222222222223,95.0111111111111,-1.3517312446910863,1.7333333333333332
99.0,2024-02-06,4.9,2024-02-06 01:00:00,4.8,2024-02-06 00:00:00,0.1000000000000005,0.1,0.0,-0.475,83.8125,-1.8539927142400163,0.8999999999999999,-1.65,95.2,-2.160860344751088,1.2
99.0,2024-02-21,6.0,2024-02-22 00:00:00,0.0,2024-02-21 06:00:00,6.0,12.8,10.4,0.275,94.9125,-0.2657095712228864,3.0,0.1368421052631579,95.66842105263156,-0.341646097402966,2.9263157894736844
99.0,2024-02-22,10.6,2024-02-22 07:00:00,6.0,2024-02-22 00:00:00,4.6,5.5,5.1,-0.5625,83.8375,-1.930587367280408,2.1875,-1.3125,96.8,-1.699827002705093,2.425
99.0,2024-02-23,9.1,2024-02-23 02:00:00,8.8,2024-02-23 01:00:00,0.2999999999999989,0.3,0.1,0.1874999999999999,70.925,-2.1765785248339053,2.1500000000000004,-2.55,93.1,-3.21320613226462,2.15
99.0,2024-02-25,7.0,2024-02-25 07:00:00,1.7,2024-02-25 00:00:00,5.3,1.5,1.5000000000000002,1.4000000000000004,86.4375,0.1341116002101928,1.0750000000000002,-0.3875,98.7375,-0.6191636610026019,1.2999999999999998
99.0,2024-03-26,0.4,2024-03-26 08:00:00,0.0,2024-03-26 07:00:00,0.4,12.4,1.4,5.637499999999999,84.775,4.061845995515163,1.7375,0.35,97.8,0.0445495058183667,1.45
99.0,2025-01-07,1.0,2025-01-07 08:00:00,0.8,2025-01-07 07:00:00,0.1999999999999999,0.0,0.0,-5.775,65.375,-7.968859334160661,1.1875,-11.0,83.55000000000001,-12.073293276915091,0.45
99.0,2025-01-08,0.6,2025-01-08 15:00:00,0.2,2025-01-08 12:00:00,0.3999999999999999,0.0,0.0,-7.199999999999999,66.6875,-9.2337895544444,1.9625,-1.275,47.925,-4.679637570801406,2.85
99.0,2025-01-13,0.6,2025-01-13 10:00:00,0.0,2025-01-13 09:00:00,0.6,0.5,0.2,-4.3125,87.94999999999999,-5.308291678410783,1.1,-8.399999999999999,86.55,-9.392004543086804,1.2
99.0,2025-02-06,6.4,2025-02-06 16:00:00,0.0,2025-02-06 15:00:00,6.4,2.2,1.9,-9.6625,77.86250000000001,-10.930044175244008,0.975,-4.300000000000001,88.05,-5.285816498676889,1.7000000000000002
99.0,2025-03-17,0.7,2025-03-18 00:00:00,0.0,2025-03-17 23:00:00,0.7,0.6,0.6,0.8375000000000001,56.325,-2.4349783964730545,1.6625,0.95,81.5,-0.6291625215419931,1.45
99.0,2025-03-18,5.0,2025-03-18 04:00:00,0.7,2025-03-18 00:00:00,4.3,4.300000000000001,2.8000000000000003,1.0375,71.925,-1.2426023940557065,2.025,-0.2799999999999999,94.38,-0.8598119523586825,1.62
100.0,2020-01-08,0.4,2020-01-08 11:00:00,0.0,2020-01-08 08:00:00,0.4,5.7,0.0,1.0,94.3125,0.4109807917977096,4.0,0.15,95.2,-0.3677128680492508,2.125
100.0,2020-01-26,3.7,2020-01-26 19:00:00,0.0,2020-01-26 14:00:00,3.7,4.2,3.3,-1.15,96.9125,-1.5305374086441288,1.975,-0.5666666666666667,97.43333333333334,-0.90409170449176,2.8666666666666667
100.0,2020-01-27,15.1,2020-01-28 00:00:00,3.5,2020-01-27 13:00:00,11.6,15.3,15.2,-0.6375,95.4125,-1.131767333361677,5.5375,-0.2166666666666666,96.875,-0.5970539319165281,5.791666666666667
100.0,2020-01-28,24.3,2020-01-28 10:00:00,15.1,2020-01-28 00:00:00,9.2,10.4,10.0,0.2125,91.8625,-0.5640623314297576,3.7625,0.1454545454545454,97.03636363636365,-0.2223840395956302,5.4363636363636365
100.0,2020-01-29,21.3,2020-01-29 08:00:00,21.2,2020-01-29 07:00:00,0.1000000000000014,0.0,0.0,-0.4375,85.4,-1.698834964486546,2.0,-0.6,90.35,-1.4890736903455517,1.25
100.0,2020-01-30,31.0,2020-01-30 14:00:00,20.8,2020-01-30 05:00:00,10.2,6.0,6.0,-2.3875,91.6375,-3.160754904671453,1.5875,-1.63,91.41,-2.425477109705385,1.94
100.0,2020-02-10,20.5,2020-02-10 03:00:00,20.3,2020-02-10 02:00:00,0.1999999999999993,0.0,0.0,-2.6125,69.0625,-4.916337562617265,2.7,-4.800000000000001,78.5,-6.361796021212058,5.2
100.0,2020-02-25,23.8,2020-02-26 00:00:00,0.0,2020-02-25 07:00:00,23.8,30.5,28.3,0.4499999999999999,96.2375,0.0154116139707035,1.8625,0.2277777777777777,97.48333333333332,-0.1040348883814118,2.033333333333333
100.0,2020-02-26,24.3,2020-02-26 02:00:00,23.8,2020-02-26 00:00:00,0.5,2.2,0.3,-0.7875,96.7875,-1.177247944582445,0.6375,-0.0666666666666666,97.36666666666667,-0.4084267853553811,1.5
100.0,2020-02-27,23.7,2020-02-27 05:00:00,23.1,2020-02-27 00:00:00,0.5999999999999979,0.6000000000000001,0.4999999999999999,-2.475,88.88749999999999,-3.4549530251416343,0.975,-2.9,95.8,-3.362803389890855,0.0
100.0,2020-02-28,15.6,2020-02-28 11:00:00,15.3,2020-02-28 10:00:00,0.2999999999999989,0.0,0.0,-1.3000000000000005,94.05,-1.9028129372649647,2.775,-0.85,92.75,-1.5519890549496584,3.05
100.0,2020-03-02,9.6,2020-03-02 03:00:00,9.1,2020-03-02 02:00:00,0.5,0.0,0.0,-0.9625,80.275,-2.555253281584382,4.6125,-0.3,93.6,-0.9414150337880702,7.9
100.0,2020-03-04,6.8,2020-03-04 08:00:00,6.0,2020-03-04 06:00:00,0.7999999999999998,0.1,0.1,-2.4875,65.80000000000001,-4.873753476251373,6.8625,-1.9666666666666663,82.83333333333333,-3.363531105741328,7.033333333333334
100.0,2020-03-15,7.8,2020-03-16 00:00:00,0.0,2020-03-15 18:00:00,7.8,3.0,3.0,-1.6375,73.42499999999998,-3.6754848168489422,4.574999999999999,-4.057142857142857,90.4142857142857,-4.8926803882806125,2.242857142857143
100.0,2020-03-16,11.1,2020-03-16 02:00:00,7.8,2020-03-16 00:00:00,3.3,1.1,1.1,-1.2125,58.5,-4.175012848015508,4.6875,-4.4,91.56666666666666,-5.153522572173848,2.6333333333333333
100.0,2020-04-01,5.8,2020-04-01 22:00:00,0.0,2020-04-01 18:00:00,5.8,3.8,2.5,2.95,84.4375,1.481050855210615,1.6750000000000005,0.0199999999999999,95.28,-0.4899462579309316,1.58
100.0,2020-04-12,2.0,2020-04-13 00:00:00,0.0,2020-04-12 09:00:00,2.0,26.4,21.9,0.9000000000000001,93.825,0.2732906877900661,2.9875,1.18125,94.725,0.6251661705791586,3.4000000000000004
100.0,2020-04-13,2.7,2020-04-13 01:00:00,2.0,2020-04-13 00:00:00,0.7000000000000002,0.5,0.5,2.7125000000000004,64.30000000000001,-0.3793904086858625,2.8875,-0.2,89.75,-1.140938325171554,3.5
100.0,2020-12-02,0.2,2020-12-02 12:00:00,0.0,2020-12-02 11:00:00,0.2,0.5,0.5,-2.7,68.0125,-4.915373623057755,1.9125,-2.65,89.94999999999999,-3.538810480427044,1.65
100.0,2020-12-13,8.6,2020-12-13 17:00:00,0.0,2020-12-13 09:00:00,8.6,3.2,3.2,-5.975,80.13749999999999,-7.334900987033381,3.3875,-3.933333333333334,92.27777777777776,-4.6404224103482,2.855555555555556
100.0,2020-12-18,3.5,2020-12-18 07:00:00,3.2,2020-12-18 01:00:00,0.2999999999999998,0.0,0.0,-5.8125,69.475,-7.638673561734852,6.0375,-6.128571428571428,89.14285714285714,-7.00805470577329,5.985714285714286
100.0,2020-12-22,1.8,2020-12-22 09:00:00,1.5,2020-12-22 07:00:00,0.3,0.0,0.0,-3.4125,77.025,-5.1336715395568815,5.6625,-4.6000000000000005,88.16666666666667,-5.574125652847831,5.233333333333333
100.0,2021-01-04,0.8,2021-01-05 00:00:00,0.0,2021-01-04 23:00:00,0.8,0.0,0.0,-7.074999999999999,52.3125,-9.147343553996052,3.35,-6.4,90.75,-7.181903277095186,4.05
100.0,2021-01-05,1.7,2021-01-05 02:00:00,0.8,2021-01-05 00:00:00,0.8999999999999999,0.1,0.1,-9.275,58.125,-10.926067093445676,4.2375,-5.533333333333334,91.96666666666664,-6.247048233933381,3.6666666666666665
100.0,2021-01-06,1.2,2021-01-07 00:00:00,0.0,2021-01-06 23:00:00,1.2,0.5,0.3,-13.025,49.325,-14.471560975081209,3.4,-12.1,86.5,-13.008201705382472,2.75
100.0,2021-01-07,3.9,2021-01-07 02:00:00,1.2,2021-01-07 00:00:00,2.7,1.1,0.8999999999999999,-18.7625,45.8125,-19.255847440182485,7.275,-11.8,87.23333333333333,-12.68123122770333,3.5666666666666664
100.0,2021-01-17,0.6,2021-01-18 00:00:00,0.0,2021-01-17 23:00:00,0.6,0.0,0.0,-10.7125,54.400000000000006,-12.50748809533614,5.0875,-9.5,83.05000000000001,-10.640771363371536,2.65
100.0,2021-01-18,2.0,2021-01-18 16:00:00,0.0,2021-01-18 12:00:00,2.0,1.2,1.2,-8.912500000000001,72.33749999999999,-10.334492525177756,5.9125,-6.12,86.5,-7.167302492286481,6.340000000000001
100.0,2021-01-24,2.4,2021-01-24 06:00:00,2.0,2021-01-24 01:00:00,0.3999999999999999,0.0,0.0,-0.7,96.125,-1.1508785665137165,0.5875,-1.3333333333333333,97.46666666666664,-1.6691690282570495,0.1333333333333333
100.0,2021-01-30,6.4,2021-01-30 11:00:00,0.0,2021-01-30 09:00:00,6.4,1.7000000000000002,1.2000000000000002,-7.237500000000001,71.98750000000001,-8.847781411801808,5.575,-6.3,91.1,-7.059825644138651,6.633333333333333
100.0,2021-02-03,1.0,2021-02-04 00:00:00,0.0,2021-02-03 23:00:00,1.0,0.0,0.0,-8.6875,51.2375,-10.713335542333333,5.362500000000001,-7.35,88.35,-8.260988293588,5.45
100.0,2021-02-04,1.1,2021-02-04 01:00:00,1.0,2021-02-04 00:00:00,0.1,0.6,0.3,-6.55,45.650000000000006,-9.061326992487654,5.65,-6.9,90.6,-7.68433772442866,6.1
100.0,2021-02-27,1.7,2021-02-27 10:00:00,0.0,2021-02-27 05:00:00,1.7,1.4,0.8000000000000002,-1.4249999999999998,94.0125,-2.0274631006819,1.9375,-0.6333333333333333,97.01666666666668,-1.003817908689047,2.45
100.0,2021-03-01,22.1,2021-03-02 00:00:00,0.0,2021-03-01 13:00:00,22.1,52.8,32.1,-1.1625,93.075,-1.8482321083665507,2.2375,-3.4500000000000006,94.725,-3.986985962563332,1.5333333333333334
100.0,2021-03-02,31.3,2021-03-02 13:00:00,22.1,2021-03-02 00:00:00,9.2,4.4,4.4,-6.6,91.1625,-7.355060902290778,2.275,-5.278571428571429,90.4785714285714,-6.090125479027905,2.907142857142857
100.0,2021-03-06,3.2,2021-03-06 15:00:00,0.0,2021-03-06 05:00:00,3.2,2.2,2.1,-3.5625,95.0375,-4.081749528986663,2.4625000000000004,-3.7,95.1181818181818,-4.209278385820287,3.090909090909091
100.0,2021-11-09,1.7,2021-11-09 23:00:00,0.0,2021-11-09 20:00:00,1.7,2.0,2.0,-0.175,87.9,-1.2458479165695862,6.025,-0.0249999999999999,94.275,-0.6151556688305978,4.55
100.0,2021-12-07,0.4,2021-12-07 13:00:00,0.0,2021-12-07 11:00:00,0.4,6.200000000000001,3.8,-0.9875,92.0,-1.726276114548851,0.8750000000000001,0.8000000000000002,91.8,0.0041333778565266,0.6333333333333333
100.0,2022-01-19,3.7,2022-01-20 00:00:00,0.0,2022-01-19 14:00:00,3.7,0.0,0.0,-9.675,73.3,-11.155148043766358,2.4,-8.41818181818182,84.44545454545455,-9.531525856164784,2.909090909090909
100.0,2022-01-20,5.3,2022-01-20 02:00:00,3.7,2022-01-20 00:00:00,1.5999999999999996,0.5,0.5,-9.825,75.725,-11.321781705875676,1.8875,-9.733333333333333,86.39999999999999,-10.702460432559638,1.7333333333333332
100.0,2022-02-01,4.4,2022-02-01 08:00:00,0.0,2022-02-01 02:00:00,4.4,0.4,0.4,-6.4750000000000005,75.8875,-8.069009454078262,4.237500000000001,-6.628571428571429,86.0,-7.692633009653099,4.757142857142858
100.0,2022-02-14,1.4,2022-02-14 21:00:00,0.0,2022-02-14 20:00:00,1.4,0.6,0.5,-1.4375,77.25,-3.241926766889152,4.074999999999999,-1.4,87.05000000000001,-2.517272968604318,5.6
100.0,2022-02-26,2.2,2022-02-26 23:00:00,0.0,2022-02-26 20:00:00,2.2,1.2000000000000002,1.1,1.0875,68.3375,-1.486925328265058,6.5625,0.325,84.275,-1.0364749435778249,6.4
100.0,2022-03-17,4.4,2022-03-18 00:00:00,0.0,2022-03-17 20:00:00,4.4,3.5,2.6,0.675,96.375,0.2525995401538355,2.95,-0.26,96.42,-0.6781028924873971,2.6
100.0,2022-03-18,15.6,2022-03-19 00:00:00,4.4,2022-03-18 00:00:00,11.2,11.2,11.200000000000005,-1.55,95.9625,-2.002335276265023,3.4375,-1.42,95.95999999999998,-1.8725628907726315,3.4079999999999995
100.0,2022-03-19,29.3,2022-03-19 13:00:00,15.6,2022-03-19 00:00:00,13.7,12.5,10.3,-1.9625,93.75,-2.5830650205414614,2.175,-1.864285714285714,95.42857142857144,-2.358128037433343,2.385714285714286
100.0,2022-03-31,0.4,2022-03-31 20:00:00,0.0,2022-03-31 19:00:00,0.4,0.3,0.3,1.0,95.1125,0.4755855920683295,1.7374999999999998,-0.7,94.9,-1.2373956463457776,1.25
100.0,2022-04-01,0.6,2022-04-01 02:00:00,0.4,2022-04-01 00:00:00,0.1999999999999999,0.0,0.0,0.075,87.925,-1.0423956251167157,1.4875,-2.7999999999999994,94.73333333333332,-3.341714068096508,0.7333333333333334
100.0,2022-12-13,1.2,2022-12-13 17:00:00,0.0,2022-12-13 16:00:00,1.2,0.7999999999999999,0.0,-4.675,75.0625,-6.401619745804551,7.475,-5.2,85.05,-6.359610841995654,6.1
100.0,2022-12-15,4.0,2022-12-15 17:00:00,0.0,2022-12-15 10:00:00,4.0,0.8999999999999999,0.8,-8.225,75.6375,-9.720940700668312,5.75,-6.6875,79.5875,-8.100087092567954,5.2250000000000005
100.0,2022-12-21,3.5,2022-12-21 16:00:00,0.0,2022-12-21 07:00:00,3.5,0.6,0.6,-3.975000000000001,79.6875,-5.448395986984845,3.45,-2.59,87.11999999999998,-3.680088010561785,3.05
100.0,2023-01-07,3.2,2023-01-07 03:00:00,0.0,2023-01-07 01:00:00,3.2,1.3,1.3,-3.85,84.95,-5.044196966850204,2.65,-4.8,88.7,-5.731809968585774,0.3333333333333333
100.0,2023-01-14,10.8,2023-01-15 00:00:00,0.0,2023-01-14 11:00:00,10.8,7.7,5.499999999999999,0.0625,95.0,-0.4678258088755659,2.6375,-1.392857142857143,94.75714285714284,-1.9379704138999607,2.578571428571429
100.0,2023-01-15,18.7,2023-01-15 23:00:00,10.8,2023-01-15 00:00:00,7.899999999999999,4.9,4.9,-3.025,92.7125,-3.712757552416951,1.2000000000000002,-2.8624999999999994,92.86666666666667,-3.540439988934875,1.1458333333333333
100.0,2023-01-16,18.8,2023-01-16 01:00:00,18.7,2023-01-16 00:00:00,0.1000000000000014,0.0,0.0,-8.275,84.25,-9.39098203539147,2.8875,-4.75,93.1,-5.395768667239848,1.05
100.0,2023-01-20,14.8,2023-01-20 02:00:00,14.6,2023-01-20 01:00:00,0.200000000000001,0.0,0.0,-7.7875,50.0625,-9.897644473540314,7.8125,-2.45,80.9,-3.9501365944870015,7.4
100.0,2023-01-23,1.7,2023-01-23 06:00:00,1.6,2023-01-23 05:00:00,0.0999999999999998,0.0,0.0,-4.612500000000001,64.1625,-6.955531752193556,3.4875000000000003,-5.1,79.95,-6.567908133703014,3.9
100.0,2023-01-26,2.7,2023-01-26 17:00:00,0.8,2023-01-26 08:00:00,1.9,0.0,0.0,-9.9375,76.1,-11.372538543402,2.7875,-8.3,78.89,-9.698085674346563,3.43
100.0,2023-01-29,3.2,2023-01-29 20:00:00,0.8,2023-01-29 18:00:00,2.4000000000000004,0.3,0.2,-7.5875,67.15,-9.417861991790977,5.4375,-4.8,83.8,-6.037751017815542,4.6000000000000005
100.0,2023-02-10,4.6,2023-02-10 10:00:00,0.0,2023-02-10 02:00:00,4.6,2.2,1.7000000000000002,-1.0,86.11250000000001,-2.2048416988120896,1.9875,-1.8666666666666667,94.67777777777778,-2.4164229235578283,0.2888888888888888
100.0,2023-02-13,3.9,2023-02-14 00:00:00,0.0,2023-02-13 13:00:00,3.9,1.2999999999999998,1.3,-1.875,94.9875,-2.401249925426044,0.3625,-2.216666666666667,95.00833333333334,-2.7401061930066404,0.0
100.0,2023-02-14,4.6,2023-02-15 00:00:00,3.7,2023-02-14 14:00:00,0.8999999999999995,0.0,0.0,-5.625,88.9,-6.515720391961979,0.8624999999999999,-6.954545454545454,83.65454545454546,-8.146323415308508,1.0909090909090908
100.0,2023-02-15,8.5,2023-02-15 12:00:00,4.6,2023-02-15 00:00:00,3.9,0.0,0.0,-5.9,91.0125,-6.67498921068854,1.225,-6.176923076923076,91.44615384615386,-6.918310805294301,1.353846153846154
100.0,2023-03-12,0.8,2023-03-12 23:00:00,0.0,2023-03-12 22:00:00,0.8,10.6,0.2,2.0875,79.13749999999999,0.2675772272219636,5.0375,-2.8,79.65,-4.396971756878058,6.65
100.0,2023-11-18,0.8,2023-11-18 07:00:00,0.6,2023-11-18 06:00:00,0.2,0.0,0.0,-5.2875,63.45,-7.575092785370561,7.425,-9.85,70.0,-11.523198122409232,6.0
100.0,2023-12-11,7.6,2023-12-12 00:00:00,0.9,2023-12-11 21:00:00,6.699999999999999,92.2,4.4,3.4,96.5875,2.994909172998468,5.3125,-0.2749999999999999,96.575,-0.6806563094669918,4.8
100.0,2023-12-12,8.3,2023-12-12 13:00:00,7.6,2023-12-12 00:00:00,0.7000000000000011,0.3,0.3,-0.8625,94.95,-1.3967201218981162,1.5,-0.75,95.05714285714286,-1.2755362682816052,2.6714285714285717
100.0,2023-12-19,6.5,2023-12-20 00:00:00,5.5,2023-12-19 14:00:00,1.0,0.0,0.0,-7.75,72.025,-9.460119102887935,2.4000000000000004,-5.445454545454546,76.50909090909092,-7.094419703342237,3.1545454545454548
100.0,2023-12-20,8.6,2023-12-20 04:00:00,6.5,2023-12-20 00:00:00,2.1,0.0,0.0,-11.325,70.925,-12.81483320243201,5.362500000000001,-7.720000000000001,87.12,-8.692969809475638,3.6399999999999992
100.0,2023-12-22,6.8,2023-12-22 03:00:00,6.6,2023-12-22 02:00:00,0.2000000000000001,0.0,0.0,-16.4,59.337500000000006,-17.714896729686995,4.737500000000001,-17.85,62.75,-19.007087829632987,7.9
100.0,2023-12-23,6.9,2023-12-23 03:00:00,6.8,2023-12-23 02:00:00,0.1000000000000005,0.0,0.0,-12.1625,55.0375,-13.996748500686614,3.1500000000000004,-17.15,64.2,-18.37192470925354,3.6
100.0,2023-12-27,7.0,2023-12-27 06:00:00,6.9,2023-12-27 05:00:00,0.0999999999999996,0.0,0.0,-6.387499999999999,84.275,-7.62146591078138,1.0625,-11.9,89.9,-12.651849443160724,0.95
100.0,2023-12-30,12.5,2023-12-30 18:00:00,6.9,2023-12-30 12:00:00,5.6,2.3000000000000003,2.3000000000000003,-3.3125,91.57500000000002,-4.068353131525287,0.7,-1.5428571428571427,91.02857142857144,-2.360915538617678,1.6428571428571426
100.0,2023-12-31,19.7,2023-12-31 20:00:00,12.3,2023-12-31 00:00:00,7.399999999999999,6.0,6.0,-1.1375,93.225,-1.8001507922877922,1.625,-0.8476190476190476,93.57142857142856,-1.4851030744394509,1.3047619047619048
100.0,2024-01-06,13.5,2024-01-06 23:00:00,13.1,2024-01-06 16:00:00,0.4000000000000003,0.0,0.0,-3.6125,59.0,-6.181636079223337,5.0625,-3.9125,53.5125,-6.703040417667719,4.125
100.0,2024-01-07,13.6,2024-01-07 05:00:00,13.5,2024-01-07 04:00:00,0.0999999999999996,0.0,0.0,-9.1875,53.6375,-11.103150859669867,5.6125,-7.75,75.80000000000001,-9.312177560129324,3.95
100.0,2024-01-14,17.3,2024-01-14 22:00:00,12.3,2024-01-14 13:00:00,5.0,1.5000000000000002,1.5000000000000002,-2.7375,67.0875,-4.831373367995701,5.025,-1.09,86.49,-2.2320950063347302,4.99
100.0,2024-01-16,16.3,2024-01-16 05:00:00,16.2,2024-01-16 04:00:00,0.1000000000000014,0.0,0.0,-8.175,59.9125,-10.563528078702102,1.3625,-16.95,83.7,-17.83631316794224,0.5
100.0,2024-01-20,26.5,2024-01-21 00:00:00,14.6,2024-01-20 03:00:00,11.9,13.6,13.5,-3.0625,95.5375,-3.541760187559001,3.9375,-3.045,95.64545454545454,-3.5286003988015366,3.922727272727272
100.0,2024-01-21,26.6,2024-01-21 01:00:00,26.5,2024-01-21 00:00:00,0.1000000000000014,0.1,0.1,-3.1,94.3125,-3.669537339939635,2.05,-3.7,90.95,-4.504076202461557,3.8
100.0,2024-01-26,17.6,2024-01-26 01:00:00,17.5,2024-01-26 00:00:00,0.1000000000000014,0.0,0.0,-7.25,60.1875,-9.555395146121043,2.925,-12.3,60.0,-14.007916234153411,1.85
100.0,2024-01-29,17.5,2024-01-29 04:00:00,17.3,2024-01-29 03:00:00,0.1999999999999993,0.0,0.0,-7.525,69.8625,-9.46397733397943,2.1,-13.3,90.55,-14.000552528606796,0.7
100.0,2024-02-01,17.3,2024-02-02 00:00:00,16.3,2024-02-01 10:00:00,1.0,0.0,0.0,-5.8125,92.375,-6.494930386880976,2.175,-5.053333333333333,93.6,-5.665803522715902,2.7066666666666666
100.0,2024-02-02,17.6,2024-02-02 06:00:00,17.3,2024-02-02 03:00:00,0.3000000000000007,0.0,0.0,-4.3375,94.8625,-4.864201454934609,1.425,-5.800000000000001,94.625,-6.336452075073307,0.7250000000000001
100.0,2024-02-04,17.7,2024-02-04 23:00:00,17.2,2024-02-04 15:00:00,0.5,0.0,0.0,-2.4875,96.425,-2.9041277950007043,0.6749999999999999,-2.388888888888889,96.17777777777778,-2.824212501004056,1.4111111111111112
